KSCM	CSSD	TOP	KDU	Pirati	ANO	ODS	SZ	Svob	Usvit	Ostatni	Nevolici	mimo_byty	verici	vek_prumer	vdani	vzdelani_zakladni	vzdelani_stredni	vzdelani_maturita	vzdelani_vysoka	prac_studenti	nikdy_nezamestnani	studenti	nezamestnani	zamestnani	podnikatele	osvc
17	37	5	50	2	17	11	2	7	2	10	657	2.822	30.552	44.21	47.117	0.245	28.712	22.577	9.448	0.245	1.104	14.847	3.313	86.025	3.106	10.870
0	24	21	33	11	24	4	3	1	4	10	899	0.189	49.764	40.064	50.708	0.378	38.432	16.525	4.627	0.378	1.133	14.448	4.533	87.004	1.762	11.233
4	11	1	13	8	7	6	0	1	13	4	539	0.454	49.924	41.744	45.234	0.454	38.275	17.7	4.236	0.303	0.454	14.675	6.657	90.164	1.230	8.607
9	12	2	20	6	13	6	3	5	8	7	448	1.156	30.058	39.529	46.628	0.193	30.443	24.47	7.514	0.385	0.385	18.112	3.468	80.717	3.587	15.695
10	2	1	2	0	4	0	0	2	2	12	135	0	7.386	44.864	47.159	0	30.114	31.818	4.545	1.136	0.568	11.364	1.705	76.316	7.895	15.789
9	1	4	2	1	9	1	0	2	1	10	351	0	2.75	41.298	44.75	0	39.75	20.5	1.75	0.25	0.75	13.5	5.5	83.152	2.717	14.130
26	20	32	4	3	16	22	1	0	5	4	502	0.168	6.208	42.676	49.161	0.503	25.839	25.503	11.409	1.007	0.503	11.242	2.181	80.242	5.645	14.113
0	1	1	0	0	9	1	0	1	1	1	89	0	6.78	36.059	44.068	0	38.136	16.102	5.932	0	0.847	17.797	4.237	88.679	3.774	7.547
12	7	18	39	8	21	8	1	2	4	5	626	0.408	32.109	40.492	47.347	0.272	32.517	25.578	6.122	0.68	0.816	21.633	4.082	84.000	3.667	12.333
3	4	0	6	2	3	3	1	0	2	3	276	3.254	6.509	38.249	41.716	0.888	35.503	9.763	3.55	1.183	1.479	17.16	6.509	77.686	5.785	16.529
2	3	7	7	6	4	1	1	1	0	1	182	1.345	22.422	41.077	53.812	0.897	37.22	20.628	8.52	0	0	16.143	4.036	84.615	1.099	14.286
3	7	9	1	4	15	2	1	4	0	7	206	0.413	5.372	42.285	45.868	0	26.446	30.165	12.397	0.826	0.413	11.983	3.719	79.231	4.615	16.154
2	3	3	2	1	23	5	4	1	0	2	191	0.372	5.576	40.069	49.442	0	23.048	25.279	8.922	0.372	0.372	12.268	4.461	75.510	4.082	20.408
0	0	5	2	1	9	2	0	2	2	4	122	1.887	5.66	39.184	37.107	1.258	25.786	15.094	2.516	0.629	0	16.352	5.66	89.091	1.818	9.091
2	3	12	2	1	19	2	1	0	3	4	275	0	4.878	42.116	46.646	0	35.671	25	6.707	0	0.915	8.232	5.793	79.286	1.429	19.286
10	2	1	0	1	8	1	0	1	1	0	96	0	11.111	42.683	39.683	1.587	28.571	19.048	3.968	0	0.794	15.079	7.143	90.909	0.000	9.091
22	22	17	43	5	26	6	6	1	11	11	975	0.781	20.468	40.215	47.528	0.087	36.86	20.729	5.984	0.867	0.52	16.739	5.724	86.441	3.602	9.958
4	2	3	1	0	5	1	1	1	0	1	92	0.862	4.31	49.034	46.552	0	40.517	18.966	1.724	0	1.724	4.31	5.172	89.744	0.000	10.256
1	7	2	17	2	25	6	0	1	3	2	442	0.735	21.507	37.923	42.831	0.551	31.618	21.691	7.169	0.368	1.838	18.015	6.25	81.860	2.326	15.814
17	10	15	38	3	29	9	2	1	7	16	1187	0.398	24.469	41.807	43.369	4.642	32.825	21.22	5.836	0.398	0.995	14.92	5.504	88.245	3.146	8.609
3	0	0	2	1	6	0	4	6	1	2	132	0	13.907	43.652	41.722	0.662	35.099	23.841	4.636	1.987	0	10.596	3.974	83.333	2.778	13.889
8	3	2	0	3	4	6	0	0	2	0	181	3.256	4.651	43.853	46.512	0	38.14	20	3.256	0.465	0.465	13.023	6.512	79.452	0.000	20.548
4	9	3	1	0	4	0	0	3	0	4	152	0	17.526	45.649	51.031	0	41.753	13.918	4.639	0.515	0.515	9.278	3.093	81.159	0.000	18.841
1	6	5	0	1	3	5	0	0	0	2	108	7.386	3.409	39.026	37.5	0.568	27.841	23.295	3.977	0.568	0	17.045	3.409	69.014	7.042	23.944
3	3	5	0	5	7	5	0	0	0	1	205	4.4	8	38.532	42.8	1.2	29.2	22	8.8	0.4	0	14.8	2	69.672	3.279	27.049
4	8	7	2	2	13	3	2	1	5	6	335	0.23	8.065	40.112	43.318	0	31.567	25.806	4.378	0	0.461	17.281	3.687	77.835	4.124	18.041
7	4	5	2	0	5	3	0	0	4	11	163	0.481	4.808	42.692	48.558	0.962	31.25	26.923	3.365	0.481	0.962	11.058	4.808	82.353	2.353	15.294
6	6	20	2	0	7	5	1	0	2	3	278	3.207	7.289	41.018	45.481	0.292	36.735	23.032	6.122	1.166	1.166	12.536	5.539	83.688	3.546	12.766
4	9	25	3	3	9	11	5	13	4	5	288	1.282	8.974	39.231	49.744	0.256	20.513	23.077	18.205	0.513	0.513	17.436	4.359	71.354	7.813	20.833
9	24	96	5	20	80	33	15	37	8	22	1295	1.939	6.353	33.675	42.946	0.124	12.087	26.609	19.142	1.238	0.289	13.284	1.98	68.975	8.063	22.962
3	1	7	0	1	7	6	3	3	0	10	163	2.439	13.659	42.877	51.707	0.976	35.61	18.049	6.829	0	0	14.634	1.463	67.123	5.479	27.397
15	30	41	26	14	40	12	1	8	5	25	1330	0.747	21.344	40.269	47.106	0.249	29.06	25.327	8.774	0.685	0.685	17.299	5.165	86.718	3.511	9.771
2	1	5	7	1	10	3	0	0	6	0	302	0.282	14.972	38.401	48.023	0.282	34.181	24.011	3.672	0.282	0.565	13.559	5.085	83.537	2.439	14.024
3	7	6	3	1	18	5	1	0	1	8	244	3.484	16.028	41.535	52.265	1.045	36.585	20.906	3.833	1.045	1.394	16.028	5.923	70.175	1.754	28.070
3	1	3	8	1	6	0	4	0	2	4	133	0.877	13.158	45.184	50.877	0	35.088	19.298	6.14	0.877	0	9.649	4.386	75.556	6.667	17.778
2	5	11	1	1	9	0	2	2	3	5	154	1.117	17.877	44.595	44.693	0	34.078	22.346	8.38	0.559	0.559	10.056	6.145	81.707	1.220	17.073
6	8	8	1	7	9	9	5	0	2	3	234	1.413	11.661	39.564	44.876	0.353	31.095	24.028	7.774	1.06	0.707	16.254	3.534	72.917	4.861	22.222
4	3	5	2	2	8	0	2	0	0	8	155	0	17.436	40.562	47.179	0	38.462	22.564	5.641	1.026	1.026	17.949	6.154	80.519	1.299	18.182
6	9	1	1	0	11	4	1	3	0	6	110	3.175	14.286	40.81	48.413	0.794	35.714	21.429	7.937	0.794	0	14.286	1.587	78.947	5.263	15.789
7	12	13	1	1	4	2	0	1	0	2	210	0.389	17.899	45.321	47.86	0	31.128	29.961	6.615	0	0.389	10.895	4.28	87.037	2.778	10.185
0	4	13	1	0	12	4	0	3	1	8	179	5.603	9.052	38.134	46.552	0	25	25	12.5	0.431	0.862	14.655	3.879	69.524	8.571	21.905
19	13	4	17	0	8	3	0	0	3	3	249	3.279	21.967	42.691	50.492	0	37.377	20.328	5.246	0.984	1.639	14.426	6.23	84.483	2.586	12.931
3	3	20	1	1	9	6	4	1	2	6	193	0	2.979	33.07	49.787	0	22.553	25.532	13.617	1.277	0.426	13.191	2.128	82.759	0.862	16.379
6	4	9	6	1	8	1	1	1	0	5	320	0	19.951	38.086	44.828	0.493	31.773	17.734	4.926	0.739	0.493	15.517	2.463	86.667	1.818	11.515
0	1	0	9	1	7	6	0	5	1	6	103	0	53.39	38.254	38.983	0	24.576	24.576	5.932	0.847	2.542	14.407	8.475	76.190	7.143	16.667
1	4	1	4	0	1	3	2	1	2	5	112	0	44.776	39.299	39.552	0.746	31.343	16.418	6.716	0.746	0	24.627	5.97	76.744	0.000	23.256
7	3	8	1	3	6	16	0	0	4	9	276	0	3.313	40.319	46.988	0.301	36.747	21.687	4.518	0.904	0.602	12.651	3.916	76.871	4.082	19.048
8	4	0	16	1	13	3	0	0	3	6	219	0.369	25.461	39.796	49.815	0.738	36.162	18.819	5.904	0	0	16.236	4.428	91.150	3.540	5.310
358	391	262	281	106	381	165	61	79	85	201	15153	1.413	17.78	40.857	41.773	0.239	27.967	25.944	11.078	0.592	0.864	15.72	5.876	84.624	3.841	11.535
21	45	16	113	12	48	27	3	16	13	18	1356	0.407	33.701	39.494	43.521	0.232	28.937	25.741	8.6	0.581	0.407	17.548	3.777	89.452	3.014	7.534
14	5	13	30	0	23	7	2	2	6	2	389	0	42.558	42.5	51.363	0	31.027	22.642	6.709	0.629	0.419	16.143	4.193	91.282	0.513	8.205
3	1	5	0	1	3	1	0	0	0	5	129	0	1.361	39.772	37.415	0	35.374	27.211	2.041	0.68	0	8.844	8.844	82.353	4.412	13.235
3	9	9	8	2	6	2	2	1	4	2	210	0	19.917	41.027	50.207	0	31.535	22.822	8.299	0	0.83	16.598	4.564	86.916	2.804	10.280
101	148	26	77	23	84	48	8	16	25	76	5052	0.551	14.814	40.973	42.204	0.6	33.047	20.194	6.402	0.729	1.442	14.441	7.002	85.121	2.984	11.894
14	21	2	25	11	13	2	2	4	2	16	865	3.883	16.417	41.389	43.336	3.883	29.479	20.918	7.061	0.618	1.059	14.916	5.384	80.569	3.318	16.114
0	0	1	0	0	2	0	0	0	2	0	82	0	2.198	41.885	40.659	0	34.066	13.187	4.396	1.099	0	13.187	9.89	60.000	8.000	32.000
5	1	3	2	0	3	1	1	0	1	4	96	6.542	0	38.678	39.252	0	32.71	23.364	1.869	0	0	14.019	9.346	70.455	0.000	29.545
7	2	4	0	1	11	4	0	0	5	6	294	3.261	1.63	36.101	32.88	0.543	33.424	17.391	1.087	0.272	0.815	16.033	5.163	78.676	4.412	16.912
5	7	8	0	2	6	0	1	1	2	6	172	3.125	7.813	42.271	47.396	0.521	25	29.167	10.938	0.521	1.563	14.063	5.208	85.185	1.235	13.580
14	7	5	8	3	13	5	0	8	2	6	454	2.907	17.054	40.803	49.612	0	33.14	18.992	6.589	0.388	0.194	14.147	6.008	83.415	2.927	13.659
5	4	2	6	0	2	2	0	0	7	2	283	0	33.333	42.248	51.634	0.327	39.216	20.588	4.575	0.654	0.654	16.013	6.863	88.034	0.855	11.111
0	0	3	2	2	0	6	0	2	0	0	43	22.581	19.355	40.742	35.484	0	27.419	19.355	6.452	1.613	0	17.742	3.226	76.190	9.524	14.286
143	153	76	153	36	143	73	17	31	36	90	6702	0.615	17.267	40.827	42.904	0.427	28.761	24.118	9.951	0.64	1.192	14.682	7.353	84.086	3.852	12.062
20	9	0	10	0	9	3	0	1	2	2	216	0	24.046	42.393	41.985	0.763	37.405	21.756	5.725	0.763	0.763	12.595	5.725	89.362	1.064	9.574
1	7	2	5	3	7	1	1	2	0	3	189	0.408	41.224	42.582	46.122	1.633	36.735	22.449	4.49	0	0	13.878	5.306	82.000	1.000	17.000
11	14	2	15	5	19	0	2	2	3	9	607	0.286	18.143	41.259	41	0.571	38.143	17.286	5.143	0.286	1.571	14.571	9.143	87.547	0.377	12.075
3	5	0	20	1	9	0	0	0	0	4	302	0.279	42.34	39.421	46.797	0	35.097	22.006	1.393	0	0.836	22.841	5.85	87.879	3.788	8.333
9	5	7	9	1	6	5	0	0	5	4	341	1.199	12.95	39.073	46.523	0.24	36.211	19.185	7.914	0.959	0.959	15.827	7.674	88.820	2.484	8.696
13	8	3	8	2	8	1	0	2	2	2	204	3.125	30.903	41.232	53.472	0.347	28.819	20.139	7.986	0	1.389	13.889	5.556	88.034	1.709	10.256
4	3	3	3	0	3	1	0	0	1	2	162	0	16.418	40.614	38.308	1.99	34.328	20.896	6.468	0	1.493	12.438	7.96	88.095	1.190	10.714
1	3	3	2	0	4	2	1	0	0	2	99	0	32.8	38.252	40.8	0.8	24	24.8	5.6	0.8	0	16	4.8	80.769	7.692	11.538
10	11	8	17	2	12	13	2	8	7	6	652	0.927	25.96	40.275	44.768	0.132	33.907	24.503	6.49	0.927	0.795	18.146	5.563	81.290	5.806	12.903
0	4	2	5	0	9	1	0	0	1	0	78	0	40.86	46.12	52.688	0	39.785	25.806	5.376	0	1.075	10.753	4.301	84.615	5.128	10.256
17	18	16	26	9	23	4	0	1	6	21	970	0.426	22.723	39.531	45.957	0.17	32.681	23.66	7.915	0.34	1.362	16.681	6.894	85.253	2.626	12.121
5	8	6	21	0	6	2	3	1	0	3	330	1.97	33.744	38.34	47.044	0.493	34.236	22.906	6.897	0	0.985	15.271	5.419	85.326	1.630	13.043
14	13	8	14	0	9	3	0	0	8	8	398	0.403	34.879	39.464	50.202	0.605	31.452	22.782	6.653	0.806	0	16.532	3.629	75.610	4.390	20.000
17	19	9	18	7	16	8	2	1	4	22	609	0.415	36.929	47.97	41.355	0.415	36.238	19.364	5.394	0.415	0.692	12.863	4.288	86.207	2.299	11.494
4	4	0	7	0	5	1	0	0	0	3	179	0	20.561	40.429	43.925	0	40.187	17.757	5.607	0	1.402	17.757	4.206	89.286	3.571	7.143
11	6	6	2	1	12	3	1	7	0	3	416	0.407	20.732	40.71	45.528	0.407	35.976	19.106	5.691	1.22	0.61	15.65	5.081	80.233	4.070	15.698
6	2	3	2	2	2	0	0	0	4	6	209	0	16.854	37.406	34.457	0.375	38.202	14.232	2.622	0.375	1.873	16.854	7.491	86.957	1.087	11.957
22	19	4	19	4	13	12	0	2	7	21	1007	0.867	16.811	42.204	44.194	1.127	38.562	15.338	4.419	0.607	1.127	14.038	7.019	84.187	2.227	13.586
15	21	12	29	8	18	2	2	9	7	15	688	0.345	22.644	42.452	45.402	0.23	32.069	23.333	7.701	1.379	0.575	14.598	5.862	88.764	2.528	8.708
7	3	0	17	1	0	4	2	1	2	1	122	0	28.082	39.774	39.726	0	35.616	19.178	5.479	0.685	2.055	13.014	5.479	85.714	0.000	14.286
7	5	3	9	3	15	2	0	3	2	4	209	0.392	19.216	43.559	46.275	0.392	42.745	18.039	5.098	0	0.392	13.333	4.314	85.981	1.869	12.150
2	6	1	5	0	9	0	0	1	1	5	113	1.863	15.528	40.438	46.584	0	31.056	26.087	7.453	1.242	1.242	11.801	5.59	85.915	2.817	11.268
11	6	0	8	0	17	1	0	2	6	13	157	0	42.667	60.207	28.889	1.333	30.222	19.111	4	0.444	0	9.333	1.333	92.500	0.000	7.500
2	2	3	0	0	4	0	0	0	1	10	125	3.636	24.848	39.185	46.061	1.212	35.152	18.788	6.667	1.212	0.606	19.394	4.848	88.732	0.000	11.268
5	3	6	10	0	11	2	1	3	0	3	140	0	36.458	38.437	45.313	1.042	30.729	24.479	10.417	1.042	1.563	16.146	5.208	91.837	1.020	7.143
14	16	10	30	7	23	9	4	2	8	13	902	0.548	23.744	39.843	49.772	0.274	34.521	23.47	6.301	0.183	0.457	16.164	4.018	86.583	2.096	11.321
2	7	5	0	2	8	3	0	1	4	2	224	0	15.884	38.016	45.848	0	36.823	19.495	5.776	1.083	2.166	17.69	7.22	85.000	4.167	10.833
2	3	4	13	2	9	4	1	5	5	2	320	0.524	31.152	39.531	48.691	0.524	34.817	20.419	5.236	1.047	1.309	15.183	3.665	87.805	3.049	9.146
14	41	14	40	4	24	4	3	8	9	25	1097	0.14	25.996	42.074	42.837	8.036	27.254	22.013	7.617	0.769	0.559	14.605	4.193	85.923	3.473	10.603
0	3	4	14	6	9	0	0	2	2	1	207	0	41.25	40.796	49.167	1.25	36.25	23.333	4.583	0.417	0.417	17.5	5	80.645	3.226	16.129
7	11	9	9	5	12	2	1	1	3	7	379	0	24.672	40.024	46.943	0.873	30.349	22.489	4.585	0.218	0.655	15.939	6.55	88.439	3.468	8.092
1	10	8	14	6	9	4	1	3	7	2	452	1.141	30.989	39.389	41.255	13.118	27.947	20.342	5.133	0.38	0	14.829	2.662	85.792	2.732	11.475
1	6	1	5	0	12	1	0	4	1	5	132	0	11.184	41.158	43.421	0	36.842	15.789	11.184	0.658	0.658	18.421	5.263	88.732	4.225	7.042
6	17	10	17	2	11	1	3	0	2	6	471	0.657	23.974	39.725	50.082	0.493	33.169	20.854	8.374	0.328	0.657	15.435	7.389	92.181	1.235	6.584
11	15	7	14	4	11	4	4	0	2	8	487	0.322	24.799	38.871	42.995	0	34.783	18.357	4.348	0	1.127	18.841	6.28	87.336	2.183	10.480
9	8	15	35	7	20	10	2	1	2	16	679	0.49	34.804	41.046	44.975	0	28.799	26.348	7.353	0.49	0.49	17.77	4.534	82.388	2.388	15.224
5	17	2	8	0	19	2	4	2	2	10	269	0.971	24.595	44.4	53.074	0.324	30.421	22.977	14.239	1.294	0.647	14.887	3.883	84.211	7.519	8.271
9	8	13	8	4	7	6	1	6	4	4	312	2.66	17.287	41.705	43.883	0.532	22.872	26.862	17.021	1.064	0.266	12.5	5.319	81.290	6.452	12.258
38	59	19	44	7	47	23	9	20	14	34	2060	0.239	16.7	43.371	43.499	0.358	34.433	20.915	6.68	0.557	0.676	14.871	5.288	85.656	3.689	10.656
18	38	16	65	13	26	4	4	3	8	30	1698	0.145	24.54	42.223	48.693	0.532	34.414	22.459	6.728	0.581	0.629	13.988	5.421	87.825	2.009	10.165
5	11	10	17	1	7	5	0	6	0	7	362	0.233	26.744	42.344	51.86	0.233	36.512	23.256	5.581	0.698	0.698	15.116	3.488	83.908	4.598	11.494
8	8	14	40	4	14	4	0	4	4	4	435	0.38	43.726	40.735	50.57	0.19	34.411	24.335	7.795	1.141	0.951	17.11	5.133	82.979	2.553	14.468
18	8	19	19	8	22	11	1	5	4	7	708	1.43	15.614	40.548	45.888	0.119	32.777	24.195	7.271	0.596	0.596	16.329	5.721	83.862	2.882	13.256
15	13	6	42	2	17	10	0	0	9	5	732	0.116	32.407	40.304	44.676	0	36.921	22.338	6.019	0.81	0.81	16.898	7.407	85.450	1.852	12.698
4	9	0	29	4	6	2	0	0	0	1	176	0	51.691	41.888	52.174	0	39.614	17.391	3.382	0	1.449	11.111	3.382	90.541	1.351	8.108
4	5	1	6	1	7	1	2	0	5	2	175	0	32.524	41.139	49.515	0	39.32	24.757	4.854	0	0	11.65	11.65	89.362	2.128	8.511
10	21	4	8	8	20	14	2	5	0	5	462	0.549	15.568	42.368	51.648	0	33.7	23.626	8.974	1.465	0.733	14.286	5.311	87.336	2.620	10.044
438	640	664	318	136	465	245	85	241	133	348	22234	0.696	12.346	42.652	39.75	0.34	26.671	25.661	11.995	0.565	0.834	13.891	5.434	83.177	3.967	12.856
19	20	28	22	8	50	10	7	15	17	23	1531	1.374	10.761	40.021	42.53	0.572	32.627	20.95	7.155	0.515	1.145	16.314	8.357	76.889	5.185	17.926
23	24	6	12	0	14	5	3	1	6	7	720	0.477	9.785	39.121	34.487	0.716	33.652	13.962	4.057	0.358	2.267	18.616	10.501	83.206	1.908	14.885
1	2	2	13	0	2	3	1	1	0	1	207	2.391	15.435	37.156	26.522	2.174	26.957	11.957	4.565	0.217	3.261	15.217	24.13	92.405	1.266	6.329
33	64	58	85	17	78	37	8	5	25	44	2546	0.587	19.72	41.482	48.924	0.391	34.42	22.262	7.595	0.554	0.522	14.993	4.4	81.689	5.130	13.181
26	22	19	7	2	17	5	1	10	3	5	1108	1.252	16.495	40.835	47.202	0.515	36.303	21.944	4.124	0.221	0.957	15.243	5.376	84.221	1.901	13.878
16	19	10	16	5	13	1	0	5	7	4	411	0	23.952	39.801	46.108	0.2	33.733	15.768	7.385	0.399	0.399	15.369	4.79	86.979	3.125	9.896
13	11	9	16	3	17	4	4	1	1	5	632	0.131	20.368	40.746	47.306	0.131	35.217	24.442	4.205	0.263	0.92	14.717	3.548	87.987	1.948	10.065
4	7	4	4	3	2	1	0	1	0	5	239	0.702	11.579	42.184	45.614	0.702	32.982	14.035	7.719	0.351	1.404	13.684	9.825	77.451	2.941	19.608
10	3	2	0	0	1	2	0	0	6	4	235	1.056	5.634	42.779	48.944	0	33.451	26.408	9.859	1.056	1.056	15.845	3.521	82.927	3.252	13.821
5	2	7	1	1	3	4	1	0	2	3	160	0	15.238	46.548	51.905	0.476	37.143	22.381	1.905	0.952	0.952	11.429	3.81	80.263	1.316	18.421
251	384	404	232	96	469	220	102	136	56	174	13125	0.43	12.598	41.04	42.536	0.172	24.994	28.732	12.193	0.781	0.621	13.945	3.726	81.063	4.388	14.549
54	78	89	45	26	127	47	11	28	22	55	3415	1.146	12.862	39.875	43.054	0.21	30.87	25.444	7.601	0.561	0.655	14.406	3.438	82.712	3.521	13.768
0	1	10	2	0	3	0	0	2	1	3	98	3.306	21.488	40.458	47.934	0	23.14	26.446	7.438	0	1.653	14.876	7.438	65.909	13.636	20.455
23	40	20	54	5	43	24	3	11	0	20	1136	0.853	23.898	41.049	45.875	0.213	32.29	25.32	7.255	0.498	0.284	15.149	2.205	82.736	3.257	14.007
28	59	96	30	22	94	43	32	39	8	25	2154	2.58	11.43	40.839	43.891	0.072	26.836	26.442	10.82	0.502	0.43	12.791	3.081	81.848	3.647	14.506
0	0	1	2	0	7	1	4	0	0	0	31	0	17.647	48.765	58.824	0	32.353	17.647	5.882	0	0	20.588	5.882	62.500	12.500	25.000
6	5	3	28	4	8	4	1	2	3	10	249	1.911	28.981	40.676	47.771	0	28.981	27.389	5.414	0.637	0.637	8.28	2.548	80.769	2.308	16.923
4	2	13	1	1	2	2	1	0	1	3	124	13.376	17.834	44.397	48.408	0	27.389	24.204	7.643	0	0	8.28	2.548	59.649	7.018	33.333
6	6	3	0	0	10	2	0	3	0	2	97	0	18.966	45.259	49.138	0	36.207	18.103	8.621	0.862	0.862	17.241	3.448	79.545	0.000	20.455
4	5	38	6	5	27	6	4	17	0	11	451	13.091	9.621	37.932	47.319	0	21.451	25.394	13.722	0.631	0.158	17.35	2.839	70.498	8.046	21.456
0	2	2	2	5	2	0	0	2	0	2	110	5.128	3.419	41.021	43.59	0	31.624	23.932	5.983	0	0.855	8.547	4.274	76.087	4.348	19.565
2	4	0	2	0	1	1	0	1	0	4	111	5.469	5.469	39.172	37.5	0.781	37.5	9.375	3.906	0	1.563	13.281	15.625	72.093	0.000	27.907
4	5	4	1	3	13	2	2	5	2	4	183	3.182	5.455	36.103	35	0	29.545	20	8.636	0.455	0.455	16.364	3.636	88.776	1.020	10.204
6	8	2	0	3	5	4	2	0	1	3	193	0	5.217	40.152	46.087	0.435	32.174	17.826	1.739	0.435	0.435	16.087	2.609	89.011	3.297	7.692
6	25	2	0	4	8	5	3	1	3	8	349	0.93	3.953	37.738	36.977	0.465	33.488	19.767	3.721	0.698	1.395	11.86	5.116	87.500	2.174	10.326
24	33	29	35	10	41	15	6	20	9	18	1247	1.234	15.13	40.072	45.13	0.13	30.26	23.701	7.987	0.39	0.519	14.351	3.571	79.394	3.485	17.121
7	3	11	0	1	10	0	3	0	2	2	249	1.961	7.843	43.551	44.706	0	40	23.529	5.49	1.176	0	10.588	3.529	83.486	0.917	15.596
28	26	11	21	7	29	7	8	4	2	7	742	1.667	18.111	42.083	49	0.111	32.222	25.222	7.333	0.111	0.667	11.889	3.667	85.859	3.030	11.111
1	1	18	6	2	4	2	2	8	1	4	144	3.333	16.25	32.002	40.833	0	21.25	22.5	14.583	0	0	17.083	3.333	70.192	5.769	24.038
1	8	0	0	0	1	0	0	1	0	1	50	0	12.903	47.145	22.581	0	35.484	12.903	6.452	0	0	3.226	12.903	72.727	0.000	27.273
7	2	2	2	1	4	0	0	4	2	9	123	3.871	13.548	40.894	45.806	0	25.806	35.484	5.161	2.581	1.29	19.355	3.871	77.143	1.429	21.429
6	7	1	0	0	3	0	0	0	2	2	107	0	10.714	41.314	39.286	0	38.571	20	1.429	0	1.429	13.571	5	76.471	1.961	21.569
5	6	3	0	0	1	0	2	0	0	1	61	3.846	9.615	52.269	40.385	3.846	40.385	17.308	3.846	0	0	9.615	3.846	88.235	0.000	11.765
19	7	15	5	6	14	4	0	8	4	24	560	1.124	15.309	41.442	45.365	0.281	31.742	23.034	5.337	0.562	0.14	13.062	2.809	81.724	2.069	16.207
5	1	2	2	0	0	0	0	0	0	4	62	0	3.125	48.595	48.438	0	35.938	20.313	4.688	0	0	3.125	4.688	90.000	5.000	5.000
1	0	3	1	0	5	2	0	3	1	4	86	1.835	15.596	40.427	42.202	0	33.028	23.853	5.505	0.917	0	16.514	0.917	85.185	0.000	14.815
9	7	4	3	1	10	0	1	2	0	3	249	0	14.035	42.318	54.386	0	31.93	27.719	7.018	1.053	1.053	14.035	4.211	83.465	5.512	11.024
6	4	14	0	5	10	1	2	1	1	3	255	4.063	9.063	44.013	47.813	0	30.938	28.125	6.25	0.313	0.313	13.438	2.5	77.931	6.207	15.862
4	1	0	0	0	4	0	0	0	0	3	56	0	3.125	38.641	53.125	0	34.375	20.313	3.125	0	0	9.375	4.688	83.333	0.000	16.667
3	5	2	1	0	5	2	0	4	3	2	84	0	8.421	43.9	43.158	0	35.789	16.842	5.263	1.053	0	9.474	2.105	81.250	0.000	18.750
1	3	3	3	0	5	0	0	0	1	5	118	0	35.075	44.716	48.507	0	29.104	30.597	6.716	0	0	15.672	0.746	84.615	1.538	13.846
0	6	3	24	3	3	1	1	1	0	1	106	2.381	65.079	37.77	46.032	0	26.984	18.254	6.349	0.794	0.794	25.397	4.762	67.391	0.000	32.609
12	20	40	8	15	36	14	6	10	5	12	956	6.046	8.17	41.113	43.954	0.082	31.944	25.408	7.68	0.899	0.899	12.582	4.248	75.547	4.175	20.278
0	11	13	3	7	13	4	4	8	3	7	396	1.018	19.756	39.068	45.825	0	28.513	29.124	6.925	0.407	0.611	17.515	2.648	81.735	1.826	16.438
1	2	0	12	0	6	0	0	1	1	1	77	0	42.991	38.509	49.533	0	27.103	27.103	3.738	0	0	18.692	1.869	84.615	2.564	12.821
5	3	4	4	1	3	2	1	1	2	0	108	0	25.373	40.657	44.776	0	41.045	19.403	5.97	1.493	0.746	8.955	2.985	85.965	0.000	14.035
15	10	14	8	5	24	7	3	8	2	10	679	1.596	14.468	42.79	37.234	9.681	31.596	17.128	4.787	0.532	0.426	13.191	3.085	83.529	2.059	14.412
2	4	4	7	2	4	0	2	3	0	3	109	1.754	30.702	45.272	48.246	0	35.965	25.439	5.263	0	0	17.544	3.509	84.314	5.882	9.804
7	3	0	1	0	1	0	0	4	0	2	53	0	28	44.66	50	0	40	18	6	0	0	12	2	95.455	0.000	4.545
2	1	0	0	0	6	2	0	0	0	5	58	0	7.246	40.862	44.928	2.899	33.333	18.841	5.797	0	0	24.638	2.899	100.000	0.000	0.000
2	2	4	5	2	5	0	3	0	2	0	82	0	15	47.55	52	0	32	23	3	0	1	13	4	97.368	0.000	2.632
2	0	5	1	0	9	0	0	1	0	1	63	2.532	5.063	41.804	41.772	0	35.443	13.924	5.063	0	0	11.392	0	74.359	5.128	20.513
6	2	2	3	2	5	1	0	3	2	6	151	0	25.143	45.063	48.571	0	41.714	18.857	6.857	2.286	0	14.286	2.857	87.500	0.000	12.500
4	2	2	0	0	0	0	0	0	0	2	49	1.449	15.942	44.239	43.478	1.449	39.13	11.594	11.594	0	0	18.841	8.696	77.273	4.545	18.182
7	3	0	1	0	2	0	1	1	1	0	92	0	44.954	40.87	39.45	0	33.945	13.761	0.917	0.917	0	20.183	6.422	72.500	5.000	22.500
7	24	10	18	0	6	3	0	0	1	8	381	0	32.181	38.994	47.516	0.864	30.454	23.326	6.695	1.296	0.216	16.631	1.728	80.804	4.018	15.179
3	6	8	4	1	8	5	1	0	4	0	220	1.095	11.679	41.386	44.161	0.365	38.686	18.613	6.569	0	0	13.869	3.65	78.992	3.361	17.647
16	15	42	3	7	23	9	2	8	3	19	723	3.268	9.368	41.585	45.425	0.109	28.322	25.163	10.675	0.218	0.109	11.765	2.288	81.087	3.073	15.839
0	2	2	2	0	5	2	0	0	0	5	125	1.266	6.329	40.179	39.241	0	40.506	17.089	0.633	0.633	0	14.557	5.063	87.302	0.000	12.698
