KSCM	CSSD	TOP	KDU	Pirati	ANO	ODS	SZ	Svob	Usvit	Ostatni	Nevolici	mimo_byty	verici	vek_prumer	vdani	vzdelani_zakladni	vzdelani_stredni	vzdelani_maturita	vzdelani_vysoka	prac_studenti	nikdy_nezamestnani	studenti	nezamestnani	zamestnani	podnikatele	osvc
8	15	10	22	5	17	8	1	5	0	10	551	4.599	20.772	37.676	47.181	0.445	27.596	20.92	13.501	0.297	0.742	18.249	3.709	82.680	5.556	11.765
4	5	4	1	1	5	4	0	1	1	6	223	0	33.074	39.172	48.249	0.778	41.245	15.564	4.669	0	0.389	13.619	6.226	85.600	1.600	12.800
2	1	3	1	1	5	0	1	0	0	1	93	0.641	4.487	37.901	43.59	1.923	26.282	17.949	7.692	0	0	14.744	5.769	78.182	9.091	12.727
26	8	21	0	6	29	7	5	3	6	17	564	2.312	2.168	40.026	43.208	0.289	29.046	18.642	5.491	1.012	0.578	13.15	4.48	81.609	4.598	13.793
13	11	47	1	7	23	9	4	8	3	18	704	5.821	4.307	38.687	44.121	0.233	26.542	23.166	9.779	1.048	0.698	18.626	5.704	80.303	8.182	11.515
7	5	1	2	4	5	1	1	0	2	7	407	1.633	18.776	38.313	41.224	0.816	32.857	12.041	4.286	0.408	0.204	20.816	6.735	86.093	2.649	11.258
9	5	5	17	4	15	6	0	2	2	3	533	1.98	23.267	40.294	46.205	0.33	35.644	24.752	7.426	0.495	1.32	11.386	5.446	87.410	2.518	10.072
12	2	0	7	1	2	2	0	0	2	3	268	0.302	26.284	38.116	41.088	0.302	35.045	21.148	3.625	0.302	0.906	19.637	4.23	86.842	1.316	11.842
32	33	43	2	9	84	16	4	11	15	41	1760	0.83	4.426	40.807	42.692	0.323	31.95	20.701	6.962	0.692	0.968	14.2	5.947	83.413	4.296	12.291
9	19	10	20	3	8	9	3	9	7	7	468	1.241	28.546	39.735	48.759	0.709	31.738	20.213	8.688	0.709	1.418	14.362	6.028	80.531	4.425	15.044
0	14	4	15	1	3	3	0	0	0	4	474	0.971	53.56	38.643	47.735	0.809	40.453	15.858	2.751	0.647	0.971	14.887	4.693	83.268	1.946	14.786
15	7	3	0	4	6	8	0	1	1	1	185	0	2.392	43.787	44.498	0.478	37.799	21.053	3.828	0.478	1.435	13.397	7.177	78.481	3.797	17.722
19	7	14	61	7	24	8	5	12	6	11	1051	0.456	26.348	38.801	50.721	0.683	32.118	21.792	9.339	0.38	0.759	17.008	4.176	83.481	2.487	14.032
8	22	16	6	0	18	4	0	3	1	3	590	0.97	19.391	39.643	47.23	0.416	27.978	26.454	11.08	0.277	0.97	15.374	3.047	81.699	6.209	12.092
477	469	409	304	171	510	299	134	121	86	247	18751	0.387	12.844	41.817	44.221	0.32	26.206	28.6	10.955	0.677	0.568	14.3	3.761	84.869	4.518	10.613
10	36	4	8	7	13	5	0	1	3	10	825	0.588	11.263	38.617	48.286	0.686	37.12	19.393	4.897	0.49	0.392	16.748	4.31	82.870	4.167	12.963
13	22	9	19	7	22	6	6	11	3	4	490	2.147	23.077	40.459	45.259	0	35.957	23.077	7.692	1.431	0.358	13.238	4.293	81.961	0.784	17.255
4	21	14	20	2	9	7	1	7	5	6	489	0.668	25.042	40.106	47.078	0.501	29.215	24.374	10.518	0.835	0.167	12.187	3.339	87.547	2.642	9.811
0	6	4	20	2	5	0	0	3	0	0	224	0	22.388	41.34	44.03	0.373	31.716	20.149	7.09	1.493	0.373	17.164	3.731	79.048	9.524	11.429
4	4	0	3	2	4	1	0	0	0	1	111	3.252	17.073	44.833	52.033	0.813	34.959	18.699	2.439	0.813	0	17.886	0.813	82.000	4.000	14.000
14	37	16	52	8	23	22	1	15	3	16	761	0.112	25.922	38.986	47.263	0.223	28.492	25.587	9.609	0.447	0.447	17.207	2.905	88.500	2.250	9.250
11	23	23	71	16	35	34	7	2	3	6	752	0	37.797	38.061	46.004	0.108	27.538	22.786	11.231	0.54	0.756	18.79	3.672	82.045	4.239	13.716
1	3	7	7	0	2	0	0	0	0	3	155	0	30.168	40.746	44.693	0.559	34.637	19.553	6.145	1.117	0.559	17.318	2.235	87.879	0.000	12.121
7	18	14	16	7	22	11	1	1	6	5	808	0.205	18.275	39.172	48.871	0.103	33.778	23.717	6.674	0.513	0.719	16.016	4.004	79.661	3.148	17.191
17	22	6	34	2	31	14	0	1	10	8	618	0.265	27.285	40.322	44.371	0.132	34.172	23.046	8.609	0.662	0.265	15.099	3.311	82.650	3.470	13.880
11	5	4	7	3	4	3	0	2	3	2	263	0.643	25.402	42.323	43.73	0	40.514	14.469	4.823	0	0.643	14.791	7.395	74.790	2.521	22.689
14	9	16	2	0	5	7	1	5	2	9	310	0.509	25.191	38.687	43.257	1.018	35.369	15.776	2.799	0.254	0.763	15.776	3.562	89.474	1.974	8.553
25	34	21	39	8	31	11	2	2	7	15	1503	0.327	18.627	37.655	42.102	0.49	33.606	19.826	6.209	0.599	0.817	14.76	4.684	87.737	2.908	9.355
18	21	17	80	10	17	30	5	5	6	11	997	0.44	27.905	40.27	49.12	0.176	33.891	24.032	8.099	0.528	0.616	16.109	3.961	88.323	2.548	9.130
6	8	3	16	7	1	1	1	1	4	5	251	1.266	27.532	37.848	39.241	0.316	38.924	11.392	1.899	0.316	1.582	18.671	6.329	82.143	1.786	16.071
8	3	4	0	1	2	3	0	0	0	2	148	1.235	17.284	42.284	40.741	1.235	35.802	20.988	6.173	0	0	17.284	6.79	87.500	0.000	12.500
12	15	6	23	3	5	4	6	0	2	3	468	0.507	16.047	37.741	38.176	0.507	36.486	17.736	3.378	0.676	0.507	21.284	4.899	93.697	1.261	5.042
6	4	0	4	1	7	2	2	0	3	2	319	0.482	20.723	36.611	46.988	0.482	34.458	18.313	4.096	0.723	0.482	20	2.169	83.429	1.714	14.857
27	13	24	24	6	6	2	0	7	2	12	729	2.584	17.416	42.992	51.236	0.449	39.438	20.225	4.27	0.787	0.449	14.944	5.056	86.416	3.179	10.405
2	8	0	7	3	7	0	1	2	0	4	123	0.625	19.375	36.827	46.875	0	32.5	21.875	6.875	1.25	0	21.25	3.75	83.099	5.634	11.268
46	41	24	35	15	63	29	3	25	12	12	2140	0.879	15.061	41.423	44.495	0.344	33.219	24.121	6.995	0.459	0.994	14.87	5.466	84.358	3.617	12.025
4	17	11	3	1	12	21	1	2	2	6	530	0	11.935	40.502	44.355	0.161	35.645	22.581	7.903	0.806	0.161	15	3.71	86.111	3.175	10.714
25	33	14	9	14	38	18	6	1	6	21	1003	0.699	16.615	41.78	46.351	4.891	33.929	20.73	4.581	0.543	0.543	15.217	3.727	84.570	2.930	12.500
4	18	15	38	8	14	8	3	10	4	10	768	0.424	33.369	40.112	47.564	0.318	36.758	21.928	6.144	0.847	0.53	17.161	4.555	87.244	2.050	10.706
37	23	9	10	8	23	12	1	5	4	14	925	1.291	11.618	41.211	45.611	0.086	34.854	22.806	6.11	0.688	0.172	14.2	3.356	87.221	2.840	9.939
20	17	6	6	0	15	5	1	6	0	5	573	0.291	11.192	39.987	44.186	0.291	37.5	21.657	4.651	0.727	0.291	13.808	4.651	90.345	2.069	7.586
5	7	3	25	1	8	2	2	1	0	2	459	0.836	22.408	41.156	47.826	1.003	33.779	23.411	3.846	0.502	0.836	16.054	4.849	86.770	2.724	10.506
2	7	18	32	8	14	14	2	5	1	9	422	0.2	45.11	37.827	49.501	0.399	27.146	24.75	11.178	0.998	0.798	20.359	3.393	83.415	2.927	13.659
16	29	4	12	6	12	6	4	1	1	18	578	0.143	12.195	40.589	44.189	0.717	38.737	18.938	6.026	0.717	0.574	14.204	4.448	86.458	3.472	10.069
4	2	3	6	2	8	0	0	2	0	1	194	1.299	21.645	42.314	42.857	0	38.095	21.212	8.225	0.433	0	16.45	2.165	77.670	6.796	15.534
22	22	2	11	7	8	11	0	2	2	10	828	0.206	14.609	37.812	43.93	0.309	32.819	19.239	5.864	0.309	0.823	17.901	3.601	88.293	2.195	9.512
6	11	16	31	2	18	9	2	0	7	2	588	0.585	26.462	41.458	47.661	0	31.725	23.246	10.234	0.585	0.292	15.643	4.24	86.184	3.947	9.868
177	186	156	165	47	207	136	50	59	44	132	7717	0.214	14.082	41.028	45.104	0.235	31.439	24.655	8.625	0.749	0.685	16.522	3.596	82.434	4.743	12.823
1	5	3	3	0	2	1	1	0	0	0	100	0	18.898	43.681	40.945	0.787	39.37	15.748	4.724	0	0	19.685	4.724	83.333	7.143	9.524
44	27	20	10	4	15	25	1	5	9	12	816	0.413	16.512	40.983	47.988	0.31	32.301	23.633	6.914	0.826	1.032	18.473	5.16	87.805	2.981	9.214
0	3	0	2	0	0	3	0	1	6	1	70	0	17.5	39.925	46.25	0	31.25	25	3.75	1.25	0	10	5	82.353	5.882	11.765
14	26	12	32	10	37	8	7	4	8	5	753	2.599	21.535	43.844	51.485	0.866	30.322	24.134	11.386	0.619	0.866	13.985	3.96	83.436	4.601	11.963
2	0	1	2	2	17	2	0	2	1	9	241	0	14.851	41.807	48.185	0	44.554	16.832	1.98	0	2.31	14.191	6.271	82.906	1.709	15.385
11	33	10	26	10	16	7	4	2	7	12	768	0.841	24.921	40.121	44.479	0.631	29.968	23.239	7.992	0.421	0.736	17.771	5.363	81.912	3.359	14.729
12	5	9	5	3	12	3	3	0	1	1	323	0	19.211	41.075	44.211	0.789	40	17.105	5.263	0.263	0.789	18.947	3.158	90.541	0.000	9.459
35	87	37	24	6	35	31	6	6	7	14	1429	0.296	20.533	41.2	48.817	0.118	28.284	27.041	11.893	0.533	0.355	14.911	2.899	85.139	3.889	10.972
3	2	6	7	1	4	5	0	4	0	2	207	0	17.842	38.786	45.228	0	40.249	18.257	6.639	0.83	0.415	18.672	4.979	82.645	1.653	15.702
6	6	0	3	2	5	0	0	1	0	2	104	0	14.912	44.175	42.982	0	31.579	17.544	4.386	0.877	2.632	13.158	3.509	85.366	0.000	14.634
21	32	3	11	3	17	13	3	5	3	7	1025	1.221	10.84	40.982	43.13	0.229	35.115	18.321	4.809	0.916	1.374	16.794	7.863	90.486	3.383	6.131
11	11	12	28	4	20	6	1	4	6	10	693	0.119	25.595	37.451	47.5	0.595	30.476	23.452	6.786	0.833	1.19	16.667	5.476	85.345	2.586	12.069
5	8	7	14	1	6	1	2	0	0	2	138	0.649	26.623	45.792	48.052	0	32.468	25.974	5.844	0	0	14.286	3.247	89.394	1.515	9.091
2	3	2	17	0	4	3	0	0	0	1	122	0	40.141	44.521	47.887	0	29.577	21.831	7.042	0	1.408	10.563	7.746	86.275	0.000	13.725
21	17	5	36	7	18	6	3	1	6	10	664	0	17.74	42.102	47.569	0.131	35.611	24.047	6.045	0.526	1.183	14.98	4.731	87.622	3.257	9.121
6	7	2	11	0	6	2	2	0	3	8	220	1.894	25.758	42.917	49.621	0	45.076	14.015	3.03	0.379	0	15.152	5.682	83.495	0.000	16.505
5	6	14	4	4	12	3	1	4	1	2	440	2.788	14.498	43.28	48.141	0	42.379	20.632	6.32	0.186	1.301	14.312	5.204	82.629	3.756	13.615
4	0	0	3	1	2	0	0	1	1	3	120	2.055	17.123	42.726	50	0.685	41.096	17.123	4.795	0	0.685	13.699	3.425	81.667	6.667	11.667
25	42	33	82	10	44	15	4	7	1	19	1258	0.189	23.975	40.959	45.994	0.315	36.53	20.883	5.3	0.694	0.505	19.369	3.596	86.235	2.653	11.111
5	10	3	5	3	7	2	0	4	1	6	183	0	14.346	43.301	49.789	0	31.224	25.738	5.907	0	0.422	11.814	3.376	80.909	3.636	15.455
5	22	3	20	2	7	8	1	7	4	16	358	0	29.63	42.137	46.991	0.694	36.111	18.287	7.639	0.694	0.231	14.12	4.63	88.950	2.210	8.840
1	1	1	12	0	2	0	0	1	1	0	72	0	48.837	42.047	50	0	41.86	20.93	3.488	0	1.163	9.302	3.488	75.758	0.000	24.242
111	118	76	167	23	113	61	10	33	6	53	4457	0.539	18.156	44.251	45.568	1.041	31.202	27.263	8.586	0.483	0.595	13.009	4.739	84.063	3.897	12.040
1	4	1	10	1	1	0	1	0	0	0	65	0	32.836	47.336	44.776	1.493	37.313	28.358	2.985	0	0	14.925	4.478	91.667	4.167	4.167
6	9	6	6	7	16	5	1	8	4	3	492	1.794	17.129	39.252	45.024	0.489	34.747	20.065	8.646	1.142	0.816	18.271	4.894	78.244	2.672	19.084
31	19	6	2	2	12	11	3	0	8	14	496	1.04	18.718	41.936	45.061	0.347	37.782	19.757	3.293	0.693	1.56	15.598	9.532	80.269	1.345	18.386
19	17	25	18	3	11	4	3	4	2	12	709	0.983	13.268	42.982	52.211	0.614	37.469	20.885	6.02	0.491	0.246	14.251	3.563	83.036	2.976	13.988
16	21	20	21	10	16	11	2	3	9	9	840	0.554	16.052	39.47	47.232	0.092	32.749	23.432	7.196	0.646	0.738	15.314	3.875	81.723	3.361	14.916
9	10	17	8	3	12	7	6	10	4	11	543	1.65	12.541	41.914	43.729	0.165	34.323	20.792	8.746	0.825	0.66	15.512	5.611	83.721	2.326	13.953
2	4	1	15	3	3	0	0	1	4	2	132	0	38.686	45.288	37.956	0.73	46.715	16.058	2.19	0	0	15.328	7.299	81.818	0.000	18.182
8	15	10	16	3	13	8	1	1	2	5	508	0.316	18.671	40.719	46.677	0	33.228	24.209	7.595	0.316	0.158	13.924	3.639	82.022	3.371	14.607
0	6	3	5	0	10	1	0	0	0	3	163	1.508	15.578	42.379	51.256	0.503	39.196	22.111	4.02	0.503	0	17.588	4.02	88.889	2.469	8.642
31	23	9	11	1	4	9	4	1	5	7	585	0.307	18.252	42.285	52.301	0	39.11	21.933	5.061	0.767	0.153	15.337	3.988	89.313	0.382	10.305
6	2	8	3	0	6	0	3	1	0	3	207	4.167	22.5	42.985	40.417	5.833	36.25	14.583	3.75	0.417	2.083	15.833	6.667	90.476	1.190	8.333
4	7	1	1	0	6	2	0	0	0	5	188	0	30.097	40.51	40.291	1.456	37.864	10.68	1.456	1.456	2.427	14.563	10.68	89.831	0.000	10.169
28	19	10	20	8	14	15	4	2	3	5	433	0	20.623	37.773	46.109	0.195	28.794	27.043	10.895	0.195	1.167	19.261	2.918	82.231	3.719	14.050
2	4	9	8	0	1	3	0	1	6	3	148	0	42.442	38.959	51.163	0.581	37.209	22.674	5.814	0.581	0.581	16.279	4.651	81.944	5.556	12.500
1	2	3	5	0	6	2	0	2	5	3	230	0.332	23.92	38.89	50.831	0	31.229	18.605	7.309	0.332	0.332	21.595	3.654	88.710	0.000	11.290
6	5	1	26	1	3	0	0	0	4	5	357	0	31.221	41.764	42.019	0.235	36.854	24.648	3.052	0	1.174	14.789	5.634	85.955	1.685	12.360
4	2	3	1	0	13	0	0	0	1	1	91	0	16.667	43.137	49.02	0	34.314	19.608	6.863	0	0	9.804	4.902	82.500	5.000	12.500
19	20	8	6	0	14	5	1	3	2	12	476	0.87	16.174	40.919	49.043	0.174	38.609	18.261	3.304	0.348	0.522	16.174	4.348	86.161	2.232	11.607
15	4	3	10	1	2	6	0	0	3	3	273	0	19.822	43.157	48.225	0.296	37.87	21.302	3.846	0.888	1.775	12.426	10.355	88.235	0.840	10.924
27	24	23	13	12	66	19	8	4	8	19	1034	0.313	16.041	40.845	46.948	0.156	30.673	27.778	7.199	0.313	0.782	15.336	4.538	82.514	4.007	13.479
0	0	2	2	0	5	0	0	1	1	2	139	0	23.602	40.27	54.037	0	24.224	27.329	19.255	0.621	0.621	13.665	3.727	88.750	2.500	8.750
4	9	3	8	1	3	0	3	0	0	0	142	0	50.273	38.227	41.53	0	34.426	14.208	4.918	0	0	21.858	3.279	85.000	0.000	15.000
1	9	3	14	1	5	2	0	1	0	1	248	0	28.221	37.165	53.374	0	31.595	19.018	4.601	0.307	0.307	15.951	2.454	87.603	1.653	10.744
1	12	5	19	3	11	3	1	4	0	4	278	0.845	33.521	39.228	43.099	0	34.085	22.254	5.07	0.282	0.282	17.746	1.69	89.506	1.852	8.642
2	3	3	4	1	2	1	0	2	0	1	152	0	18.436	41.735	46.927	0	41.341	12.291	4.469	0	1.117	9.497	8.939	76.812	4.348	18.841
9	4	4	4	0	3	0	0	0	0	2	109	0	9.402	42.423	41.88	0	42.735	17.094	7.692	0	0.855	9.402	8.547	81.395	2.326	16.279
4	5	1	7	1	8	2	0	2	2	2	214	0	38.868	44.138	45.66	0	36.226	20.377	5.283	0.755	0	14.717	4.528	89.091	1.818	9.091
8	2	7	14	0	10	1	0	0	3	4	176	0.478	27.751	42.462	46.89	0	40.67	14.354	6.699	0	0.957	15.311	2.871	86.364	1.136	12.500
4	3	0	11	0	2	0	0	0	1	0	188	0.448	34.081	42.111	43.946	0.897	37.668	23.767	4.933	0.448	0.448	12.108	5.381	85.567	1.031	13.402
1	3	0	10	1	5	1	0	0	3	3	120	2.013	28.188	40.419	44.295	0	30.201	22.148	4.027	0.671	0	16.779	6.04	89.286	1.786	8.929
6	6	13	10	4	16	1	0	0	3	7	621	1.077	14.67	42.419	44.011	0.135	36.743	22.88	4.98	0.538	0.942	13.997	4.98	86.622	2.676	10.702
3	9	21	45	2	18	0	0	3	4	6	469	0.18	41.293	41.084	47.576	0.18	33.752	22.801	6.463	0.18	0.718	18.671	4.309	81.696	3.125	15.179
3	2	0	7	0	5	0	0	0	1	4	111	2.344	35.938	37.758	41.406	0	28.906	12.5	3.906	0.781	0	14.063	5.469	69.048	4.762	26.190
41	79	63	181	23	59	57	14	20	10	32	3166	0.259	26.889	40.286	43.685	0.44	32.298	22.412	8.023	0.543	0.569	15.606	3.83	84.877	2.331	12.791
0	5	1	2	1	6	5	1	4	0	1	145	19.337	17.127	43.014	39.227	1.657	29.834	27.072	7.735	1.657	1.657	13.812	6.63	50.000	11.429	38.571
5	6	1	5	3	8	1	8	2	2	9	338	0	18.402	40.592	45.521	0	35.593	26.392	4.116	0.726	0.242	14.528	6.295	83.246	3.141	13.613
18	65	15	35	11	31	6	3	6	12	32	1970	0.296	12.696	39.681	44.435	0.889	33.432	20.102	6.644	0.55	0.55	16.124	7.998	81.610	4.897	13.493
0	2	4	1	1	6	4	0	1	0	3	126	0	20.423	42.042	49.296	0	30.986	26.056	7.042	0	0	14.789	4.225	80.702	3.509	15.789
8	2	2	0	0	5	1	1	1	0	2	160	0	3.659	42.69	43.293	0	46.341	9.146	3.659	1.22	0.61	12.195	4.878	90.769	0.000	9.231
12	9	2	8	2	6	4	4	2	4	12	547	0.668	10.027	39.206	24.733	0.401	42.647	15.107	2.941	0.267	0.802	8.824	3.61	97.368	0.292	2.339
6	7	2	37	4	6	10	1	3	3	8	420	0.99	23.762	39.027	50.099	0.198	39.208	23.366	2.97	0.198	0	19.604	3.366	89.252	2.804	7.944
16	12	0	1	0	6	1	0	0	0	4	151	1.19	18.452	43.25	52.976	0	41.667	14.286	2.976	0	0.595	11.905	4.762	79.710	1.449	18.841
0	3	0	2	0	5	1	0	0	1	1	56	0	29.091	56.027	52.727	0	36.364	27.273	3.636	0	0	5.455	1.818	93.333	0.000	6.667
9	2	3	13	1	5	0	0	4	6	1	252	2.215	38.291	41.085	47.785	0.633	34.177	22.152	4.43	0	0.316	13.291	3.481	79.365	4.762	15.873
6	14	12	7	1	8	3	0	1	2	0	508	0.327	11.948	39.805	48.282	0.164	29.46	19.476	6.874	0.327	0.982	15.548	5.237	84.496	2.713	12.791
14	41	53	32	10	36	38	1	15	10	34	1875	0.575	14.867	40.095	47.743	0.265	28.894	25.044	10.796	0.929	0.619	16.327	4.912	79.979	5.779	14.241
8	14	4	0	0	6	0	1	1	5	9	444	1.06	10.601	39.298	38.869	0.883	36.396	11.837	2.827	0	3.534	17.491	14.134	86.022	1.613	12.366
10	3	3	1	1	4	3	1	1	0	1	152	0	10	42.833	35.556	0	40	14.444	4.444	0	0.556	15.556	3.889	87.179	0.000	12.821
0	0	5	16	0	2	7	0	3	0	1	214	1.195	36.653	40.245	47.012	0	34.263	19.124	7.57	1.594	0.797	17.928	3.984	86.239	2.752	11.009
5	7	3	9	2	15	0	0	0	5	16	252	0	21.321	46.161	45.946	0.3	35.435	15.616	5.405	0	0.601	13.814	1.502	85.345	2.586	12.069
2	2	1	10	1	11	0	0	2	2	1	192	0	37.611	38.783	40.708	0.442	35.398	18.142	3.54	0.442	0.885	20.354	6.637	87.640	2.247	10.112
21	32	15	7	1	22	17	1	4	5	8	647	14.286	14.805	40.256	51.429	0.13	29.74	23.377	11.039	0.39	0.779	16.623	4.156	76.418	6.866	16.716
31	11	16	8	2	9	6	10	5	1	13	547	0.439	12.135	40.287	50.585	0.146	34.795	19.006	7.456	0	0.731	16.082	3.947	84.116	2.888	12.996
7	11	1	2	0	6	2	0	1	0	2	316	1.232	5.911	37.762	33.99	0.493	30.788	16.01	1.97	0.246	2.463	16.995	10.345	71.831	4.225	23.944
7	5	4	9	0	5	3	0	2	4	2	197	0.398	20.717	39.066	50.199	1.594	36.653	22.311	3.586	0.398	0.797	17.131	5.578	89.216	0.000	10.784
6	7	4	17	1	17	1	2	5	2	6	373	0	40.185	43.005	49.885	0.231	36.721	20.785	3.926	0	0.924	16.166	4.85	78.750	3.750	17.500
13	5	3	1	0	5	1	0	0	3	1	221	0	5.2	42.331	47.6	0	33.6	21.6	3.6	0	1.2	15.6	8.4	79.518	6.024	14.458
165	105	137	99	40	145	45	10	24	32	89	5664	0.804	12.438	41.351	42.857	0.395	35.326	23.156	6.05	0.564	0.747	13.482	6.177	85.334	2.861	11.805
11	8	5	0	3	16	0	0	0	6	8	303	0.843	9.27	37.879	41.292	0.281	40.73	19.382	5.056	0.562	0.843	15.169	6.18	78.065	3.226	18.710
11	10	15	2	4	17	3	3	5	3	7	635	0.385	14.615	41.129	46.795	0	38.077	20	4.231	0.641	0.513	14.359	5	86.875	1.875	11.250
38	14	22	14	8	21	6	5	8	3	15	1331	1.093	10.702	38.369	46.663	0.403	34.35	22.325	6.387	0.23	0.46	13.636	3.855	80.926	3.134	15.940
4	7	2	0	0	4	0	0	0	1	1	129	0.61	6.707	39.567	40.854	0.61	29.268	18.293	3.049	1.22	1.829	12.805	11.585	76.364	1.818	21.818
7	5	7	7	2	5	3	0	0	0	1	285	1.117	22.905	42.38	44.413	1.117	33.52	19.274	3.352	0.838	0.279	11.732	4.19	93.056	1.389	5.556
0	2	2	4	0	7	1	0	3	2	5	138	1.351	20.27	43.088	39.865	0	32.432	18.919	3.378	0.676	1.351	16.892	6.081	81.132	1.887	16.981
27	92	23	33	3	40	22	6	9	7	22	1386	0.195	18.75	41.105	48.242	0.13	27.344	24.74	14.714	0.586	1.302	16.276	5.078	79.743	7.235	13.023
10	11	7	19	3	32	6	2	3	3	10	425	0.846	29.387	46.054	47.992	0.423	35.307	20.93	6.131	0	0.211	15.856	4.651	80.357	2.381	17.262
22	15	14	22	10	12	10	4	2	2	10	571	0.91	20.03	43.884	45.979	0.455	33.08	23.52	8.042	0.455	0.759	12.747	4.704	85.547	3.516	10.938
5	12	4	23	4	16	6	0	4	4	8	776	0	25.441	38.887	45.379	0.312	38.733	18.069	5.4	0.935	0.831	14.538	5.504	84.819	2.892	12.289
14	4	7	7	2	5	1	2	1	2	6	277	0	31.902	43.644	54.294	0	40.798	21.472	3.988	0.307	1.534	17.791	5.521	92.500	0.000	7.500
10	11	9	1	4	19	7	3	1	2	6	433	1.547	17.602	40.123	48.936	0.193	28.627	29.014	6.383	0.387	0.967	17.021	5.609	85.167	2.392	12.440
13	23	17	21	3	23	10	3	5	5	16	642	0.491	12.408	42.73	44.472	0.246	35.749	21.99	4.545	0.246	0.614	12.162	3.071	83.492	1.905	14.603
7	8	6	63	0	10	8	2	0	0	5	351	0.239	32.057	42.706	50.239	0.239	33.254	20.096	5.742	0.478	0.239	13.636	3.828	88.827	1.676	9.497
29	9	16	23	3	39	12	2	0	4	9	807	1.016	20.122	43.971	46.037	0.305	36.179	20.427	5.081	0.407	1.118	13.72	6.707	80.925	2.890	16.185
4	9	2	12	2	19	5	0	2	1	4	186	0	28.505	42.028	54.206	0	33.645	28.505	6.542	0.467	0.467	12.15	3.738	79.167	4.167	16.667
1	9	3	0	1	0	0	1	0	1	1	38	0	20.755	39.274	43.396	0	35.849	24.528	1.887	0	0	15.094	5.66	70.000	10.000	20.000
4	4	1	6	0	2	0	0	1	3	2	179	1.026	22.051	39.808	46.154	0	38.974	16.923	3.59	0.513	2.051	15.385	7.179	89.024	0.000	10.976
21	25	3	7	5	32	13	1	2	1	7	618	0.139	13.491	40.333	49.096	0.139	37.969	19.75	8.901	0.695	0.417	14.325	4.451	88.037	3.374	8.589
6	2	5	14	0	8	2	1	0	1	5	145	1.205	25.301	42.13	37.952	0.602	32.53	21.687	4.819	0.602	1.205	16.265	6.024	82.090	1.493	16.418
62	42	53	52	12	75	51	11	20	2	30	2492	0.258	16.737	39.815	48.045	0.226	34.249	22.94	4.943	0.323	0.42	15.67	3.683	81.942	4.414	13.644
4	5	6	3	6	5	0	4	2	0	1	258	0	12.074	34.599	41.796	1.858	29.721	12.074	2.786	0.619	0.929	17.647	8.05	87.255	1.961	10.784
5	9	8	20	3	5	2	0	2	0	4	285	0	26.686	41.453	54.839	0.293	34.311	16.422	3.812	0.293	0.293	20.821	0.88	91.339	2.362	6.299
1935	2159	2810	1105	731	3080	2610	677	1165	482	1054	75108	1.142	10.032	42.866	42.59	0.194	22.849	27.976	15.851	0.935	0.546	13.409	3.562	81.515	4.406	14.080
13	2	9	1	5	14	2	0	4	1	8	174	1.538	12.308	44.562	51.795	0	40.513	21.538	3.59	0.513	2.051	16.41	6.667	91.566	0.000	8.434
4	4	4	1	3	12	6	0	1	3	8	226	1.73	8.304	39.189	49.481	0.692	29.758	22.145	6.92	0.346	0	11.765	2.076	76.613	1.613	21.774
11	3	8	3	0	7	0	1	0	4	3	302	0.601	6.306	41.099	45.345	0.3	35.736	18.018	5.405	0.3	1.502	18.318	6.306	81.203	1.504	17.293
4	6	9	3	3	14	6	1	4	3	9	240	5.329	12.853	38.899	51.724	0	24.765	27.586	10.345	0	0.313	19.749	3.135	82.192	4.110	13.699
0	0	4	1	0	3	2	1	0	1	1	84	6.422	13.761	38.087	42.202	0	33.945	25.688	11.009	0.917	0	17.431	2.752	78.000	2.000	20.000
3	9	8	3	1	7	11	1	3	0	2	294	0	10.857	39.92	46.571	0	27.429	30.571	8	0.571	0.286	15.429	2.571	76.730	5.660	17.610
7	10	9	4	5	15	4	1	2	6	3	465	3.409	9.47	40.212	48.674	0.758	33.333	21.78	5.871	0.758	0.947	15.72	4.545	89.623	2.358	8.019
14	15	11	14	6	22	28	11	6	0	8	621	0.399	21.438	41.688	46.605	0.266	26.498	23.435	16.911	0.932	0.399	17.177	2.397	83.486	7.645	8.869
14	21	8	14	1	10	5	0	2	6	8	536	0.288	24.207	38.945	44.38	0.72	34.582	22.046	5.331	0.576	0.432	15.994	2.738	83.495	3.236	13.269
24	18	58	36	14	54	40	15	29	12	28	1958	0.628	13.49	37.953	45.622	0.084	28.739	23.921	8.463	0.503	0.67	19.187	3.561	77.051	5.253	17.696
22	23	15	14	3	38	14	4	9	3	13	926	0.953	8.492	42.661	41.941	0.953	32.582	20.277	6.932	0.867	0.26	13.865	3.206	85.232	2.532	12.236
0	2	5	3	3	3	2	0	1	0	2	132	1.282	7.051	35.675	41.026	0	24.359	24.359	11.538	0.641	0	16.667	2.564	73.134	7.463	19.403
0	3	14	0	1	10	2	2	1	0	3	176	0	4.327	36.534	48.077	0	20.673	23.558	15.385	0.481	0	20.673	3.846	72.941	12.941	14.118
8	7	1	3	1	10	2	1	1	2	4	283	0.557	13.37	34.385	36.769	2.228	22.563	10.585	1.671	0	4.457	18.663	13.092	88.235	1.176	10.588
7	4	19	2	4	12	10	3	3	2	10	476	0.366	8.958	42.067	47.166	0.366	34.918	25.046	6.764	0.548	0.366	11.152	3.839	81.557	2.869	15.574
